land	instrument	tid	Daglige renter (procent)	
DK: Danmark	DESTR Referencerente	2010M06D21	0.0000
DK: Danmark	DESTR Referencerente	2010M06D22	0.0000
DK: Danmark	DESTR Referencerente	2010M06D23	0.0000
DK: Danmark	DESTR Referencerente	2010M06D24	0.0000
DK: Danmark	DESTR Referencerente	2010M06D25	0.0000
DK: Danmark	DESTR Referencerente	2010M06D28	0.0000
DK: Danmark	DESTR Referencerente	2010M06D29	0.0000
DK: Danmark	DESTR Referencerente	2010M06D30	0.0000
DK: Danmark	DESTR Referencerente	2010M07D01	0.0000
DK: Danmark	DESTR Referencerente	2010M07D02	0.0000
DK: Danmark	DESTR Referencerente	2010M07D05	0.0000
DK: Danmark	DESTR Referencerente	2010M07D06	0.0000
DK: Danmark	DESTR Referencerente	2010M07D07	0.0000
DK: Danmark	DESTR Referencerente	2010M07D08	0.0000
DK: Danmark	DESTR Referencerente	2010M07D09	0.0000
DK: Danmark	DESTR Referencerente	2010M07D12	0.0000
DK: Danmark	DESTR Referencerente	2010M07D13	0.0000
DK: Danmark	DESTR Referencerente	2010M07D14	0.0000
DK: Danmark	DESTR Referencerente	2010M07D15	0.0000
DK: Danmark	DESTR Referencerente	2010M07D16	0.0000
DK: Danmark	DESTR Referencerente	2010M07D19	0.0000
DK: Danmark	DESTR Referencerente	2010M07D20	0.0000
DK: Danmark	DESTR Referencerente	2010M07D21	0.0000
DK: Danmark	DESTR Referencerente	2010M07D22	0.0000
DK: Danmark	DESTR Referencerente	2010M07D23	0.0000
DK: Danmark	DESTR Referencerente	2010M07D26	0.0000
DK: Danmark	DESTR Referencerente	2010M07D27	0.0000
DK: Danmark	DESTR Referencerente	2010M07D28	0.0000
DK: Danmark	DESTR Referencerente	2010M07D29	0.0000
DK: Danmark	DESTR Referencerente	2010M07D30	0.0000
DK: Danmark	DESTR Referencerente	2010M08D02	0.0000
DK: Danmark	DESTR Referencerente	2010M08D03	0.0000
DK: Danmark	DESTR Referencerente	2010M08D04	0.0000
DK: Danmark	DESTR Referencerente	2010M08D05	0.0000
DK: Danmark	DESTR Referencerente	2010M08D06	0.0000
DK: Danmark	DESTR Referencerente	2010M08D09	0.0000
DK: Danmark	DESTR Referencerente	2010M08D10	0.0000
DK: Danmark	DESTR Referencerente	2010M08D11	0.0000
DK: Danmark	DESTR Referencerente	2010M08D12	0.0000
DK: Danmark	DESTR Referencerente	2010M08D13	0.0000
DK: Danmark	DESTR Referencerente	2010M08D16	0.0000
DK: Danmark	DESTR Referencerente	2010M08D17	0.0000
DK: Danmark	DESTR Referencerente	2010M08D18	0.0000
DK: Danmark	DESTR Referencerente	2010M08D19	0.0000
DK: Danmark	DESTR Referencerente	2010M08D20	0.0000
DK: Danmark	DESTR Referencerente	2010M08D23	0.0000
DK: Danmark	DESTR Referencerente	2010M08D24	0.0000
DK: Danmark	DESTR Referencerente	2010M08D25	0.0000
DK: Danmark	DESTR Referencerente	2010M08D26	0.0000
DK: Danmark	DESTR Referencerente	2010M08D27	0.0000
DK: Danmark	DESTR Referencerente	2010M08D30	0.0000
DK: Danmark	DESTR Referencerente	2010M08D31	0.0000
DK: Danmark	DESTR Referencerente	2010M09D01	0.0000
DK: Danmark	DESTR Referencerente	2010M09D02	0.0000
DK: Danmark	DESTR Referencerente	2010M09D03	0.0000
DK: Danmark	DESTR Referencerente	2010M09D06	0.0000
DK: Danmark	DESTR Referencerente	2010M09D07	0.0000
DK: Danmark	DESTR Referencerente	2010M09D08	0.0000
DK: Danmark	DESTR Referencerente	2010M09D09	0.0000
DK: Danmark	DESTR Referencerente	2010M09D10	0.0000
DK: Danmark	DESTR Referencerente	2010M09D13	0.0000
DK: Danmark	DESTR Referencerente	2010M09D14	0.0000
DK: Danmark	DESTR Referencerente	2010M09D15	0.0000
DK: Danmark	DESTR Referencerente	2010M09D16	0.0000
DK: Danmark	DESTR Referencerente	2010M09D17	0.0000
DK: Danmark	DESTR Referencerente	2010M09D20	0.0000
DK: Danmark	DESTR Referencerente	2010M09D21	0.0000
DK: Danmark	DESTR Referencerente	2010M09D22	0.0000
DK: Danmark	DESTR Referencerente	2010M09D23	0.0000
DK: Danmark	DESTR Referencerente	2010M09D24	0.0000
DK: Danmark	DESTR Referencerente	2010M09D27	0.0000
DK: Danmark	DESTR Referencerente	2010M09D28	0.0000
DK: Danmark	DESTR Referencerente	2010M09D29	0.0000
DK: Danmark	DESTR Referencerente	2010M09D30	0.0000
DK: Danmark	DESTR Referencerente	2010M10D01	0.0000
DK: Danmark	DESTR Referencerente	2010M10D04	0.0000
DK: Danmark	DESTR Referencerente	2010M10D05	0.0000
DK: Danmark	DESTR Referencerente	2010M10D06	0.0000
DK: Danmark	DESTR Referencerente	2010M10D07	0.0000
DK: Danmark	DESTR Referencerente	2010M10D08	0.0000
DK: Danmark	DESTR Referencerente	2010M10D11	0.0000
DK: Danmark	DESTR Referencerente	2010M10D12	0.0000
DK: Danmark	DESTR Referencerente	2010M10D13	0.0000
DK: Danmark	DESTR Referencerente	2010M10D14	0.0000
DK: Danmark	DESTR Referencerente	2010M10D15	0.0000
DK: Danmark	DESTR Referencerente	2010M10D18	0.0000
DK: Danmark	DESTR Referencerente	2010M10D19	0.0000
DK: Danmark	DESTR Referencerente	2010M10D20	0.0000
DK: Danmark	DESTR Referencerente	2010M10D21	0.0000
DK: Danmark	DESTR Referencerente	2010M10D22	0.0000
DK: Danmark	DESTR Referencerente	2010M10D25	0.0000
DK: Danmark	DESTR Referencerente	2010M10D26	0.0000
DK: Danmark	DESTR Referencerente	2010M10D27	0.0000
DK: Danmark	DESTR Referencerente	2010M10D28	0.0000
DK: Danmark	DESTR Referencerente	2010M10D29	0.0000
DK: Danmark	DESTR Referencerente	2010M11D01	0.0000
DK: Danmark	DESTR Referencerente	2010M11D02	0.0000
DK: Danmark	DESTR Referencerente	2010M11D03	0.0000
DK: Danmark	DESTR Referencerente	2010M11D04	0.0000
DK: Danmark	DESTR Referencerente	2010M11D05	0.0000
DK: Danmark	DESTR Referencerente	2010M11D08	0.0000
DK: Danmark	DESTR Referencerente	2010M11D09	0.0000
DK: Danmark	DESTR Referencerente	2010M11D10	0.0000
DK: Danmark	DESTR Referencerente	2010M11D11	0.0000
DK: Danmark	DESTR Referencerente	2010M11D12	0.0000
DK: Danmark	DESTR Referencerente	2010M11D15	0.0000
DK: Danmark	DESTR Referencerente	2010M11D16	0.0000
DK: Danmark	DESTR Referencerente	2010M11D17	0.0000
DK: Danmark	DESTR Referencerente	2010M11D18	0.0000
DK: Danmark	DESTR Referencerente	2010M11D19	0.0000
DK: Danmark	DESTR Referencerente	2010M11D22	0.0000
DK: Danmark	DESTR Referencerente	2010M11D23	0.0000
DK: Danmark	DESTR Referencerente	2010M11D24	0.0000
DK: Danmark	DESTR Referencerente	2010M11D25	0.0000
DK: Danmark	DESTR Referencerente	2010M11D26	0.0000
DK: Danmark	DESTR Referencerente	2010M11D29	0.0000
DK: Danmark	DESTR Referencerente	2010M11D30	0.0000
DK: Danmark	DESTR Referencerente	2010M12D01	0.0000
DK: Danmark	DESTR Referencerente	2010M12D02	0.0000
DK: Danmark	DESTR Referencerente	2010M12D03	0.0000
DK: Danmark	DESTR Referencerente	2010M12D06	0.0000
DK: Danmark	DESTR Referencerente	2010M12D07	0.0000
DK: Danmark	DESTR Referencerente	2010M12D08	0.0000
DK: Danmark	DESTR Referencerente	2010M12D09	0.0000
DK: Danmark	DESTR Referencerente	2010M12D10	0.0000
DK: Danmark	DESTR Referencerente	2010M12D13	0.0000
DK: Danmark	DESTR Referencerente	2010M12D14	0.0000
DK: Danmark	DESTR Referencerente	2010M12D15	0.0000
DK: Danmark	DESTR Referencerente	2010M12D16	0.0000
DK: Danmark	DESTR Referencerente	2010M12D17	0.0000
DK: Danmark	DESTR Referencerente	2010M12D20	0.0000
DK: Danmark	DESTR Referencerente	2010M12D21	0.0000
DK: Danmark	DESTR Referencerente	2010M12D22	0.0000
DK: Danmark	DESTR Referencerente	2010M12D23	0.0000
DK: Danmark	DESTR Referencerente	2010M12D27	0.0000
DK: Danmark	DESTR Referencerente	2010M12D28	0.0000
DK: Danmark	DESTR Referencerente	2010M12D29	0.0000
DK: Danmark	DESTR Referencerente	2010M12D30	0.0000
DK: Danmark	DESTR Referencerente	2011M01D03	0.0000
DK: Danmark	DESTR Referencerente	2011M01D04	0.0000
DK: Danmark	DESTR Referencerente	2011M01D05	0.0000
DK: Danmark	DESTR Referencerente	2011M01D06	0.0000
DK: Danmark	DESTR Referencerente	2011M01D07	0.0000
DK: Danmark	DESTR Referencerente	2011M01D10	0.0000
DK: Danmark	DESTR Referencerente	2011M01D11	0.0000
DK: Danmark	DESTR Referencerente	2011M01D12	0.0000
DK: Danmark	DESTR Referencerente	2011M01D13	0.0000
DK: Danmark	DESTR Referencerente	2011M01D14	0.0000
DK: Danmark	DESTR Referencerente	2011M01D17	0.0000
DK: Danmark	DESTR Referencerente	2011M01D18	0.0000
DK: Danmark	DESTR Referencerente	2011M01D19	0.0000
DK: Danmark	DESTR Referencerente	2011M01D20	0.0000
DK: Danmark	DESTR Referencerente	2011M01D21	0.0000
DK: Danmark	DESTR Referencerente	2011M01D24	0.0000
DK: Danmark	DESTR Referencerente	2011M01D25	0.0000
DK: Danmark	DESTR Referencerente	2011M01D26	0.0000
DK: Danmark	DESTR Referencerente	2011M01D27	0.0000
DK: Danmark	DESTR Referencerente	2011M01D28	0.0000
DK: Danmark	DESTR Referencerente	2011M01D31	0.0000
DK: Danmark	DESTR Referencerente	2011M02D01	0.0000
DK: Danmark	DESTR Referencerente	2011M02D02	0.0000
DK: Danmark	DESTR Referencerente	2011M02D03	0.0000
DK: Danmark	DESTR Referencerente	2011M02D04	0.0000
DK: Danmark	DESTR Referencerente	2011M02D07	0.0000
DK: Danmark	DESTR Referencerente	2011M02D08	0.0000
DK: Danmark	DESTR Referencerente	2011M02D09	0.0000
DK: Danmark	DESTR Referencerente	2011M02D10	0.0000
DK: Danmark	DESTR Referencerente	2011M02D11	0.0000
DK: Danmark	DESTR Referencerente	2011M02D14	0.0000
DK: Danmark	DESTR Referencerente	2011M02D15	0.0000
DK: Danmark	DESTR Referencerente	2011M02D16	0.0000
DK: Danmark	DESTR Referencerente	2011M02D17	0.0000
DK: Danmark	DESTR Referencerente	2011M02D18	0.0000
DK: Danmark	DESTR Referencerente	2011M02D21	0.0000
DK: Danmark	DESTR Referencerente	2011M02D22	0.0000
DK: Danmark	DESTR Referencerente	2011M02D23	0.0000
DK: Danmark	DESTR Referencerente	2011M02D24	0.0000
DK: Danmark	DESTR Referencerente	2011M02D25	0.0000
DK: Danmark	DESTR Referencerente	2011M02D28	0.0000
DK: Danmark	DESTR Referencerente	2011M03D01	0.0000
DK: Danmark	DESTR Referencerente	2011M03D02	0.0000
DK: Danmark	DESTR Referencerente	2011M03D03	0.0000
DK: Danmark	DESTR Referencerente	2011M03D04	0.0000
DK: Danmark	DESTR Referencerente	2011M03D07	0.0000
DK: Danmark	DESTR Referencerente	2011M03D08	0.0000
DK: Danmark	DESTR Referencerente	2011M03D09	0.0000
DK: Danmark	DESTR Referencerente	2011M03D10	0.0000
DK: Danmark	DESTR Referencerente	2011M03D11	0.0000
DK: Danmark	DESTR Referencerente	2011M03D14	0.0000
DK: Danmark	DESTR Referencerente	2011M03D15	0.0000
DK: Danmark	DESTR Referencerente	2011M03D16	0.0000
DK: Danmark	DESTR Referencerente	2011M03D17	0.0000
DK: Danmark	DESTR Referencerente	2011M03D18	0.0000
DK: Danmark	DESTR Referencerente	2011M03D21	0.0000
DK: Danmark	DESTR Referencerente	2011M03D22	0.0000
DK: Danmark	DESTR Referencerente	2011M03D23	0.0000
DK: Danmark	DESTR Referencerente	2011M03D24	0.0000
DK: Danmark	DESTR Referencerente	2011M03D25	0.0000
DK: Danmark	DESTR Referencerente	2011M03D28	0.0000
DK: Danmark	DESTR Referencerente	2011M03D29	0.0000
DK: Danmark	DESTR Referencerente	2011M03D30	0.0000
DK: Danmark	DESTR Referencerente	2011M03D31	0.0000
DK: Danmark	DESTR Referencerente	2011M04D01	0.0000
DK: Danmark	DESTR Referencerente	2011M04D04	0.0000
DK: Danmark	DESTR Referencerente	2011M04D05	0.0000
DK: Danmark	DESTR Referencerente	2011M04D06	0.0000
DK: Danmark	DESTR Referencerente	2011M04D07	0.0000
DK: Danmark	DESTR Referencerente	2011M04D08	0.0000
DK: Danmark	DESTR Referencerente	2011M04D11	0.0000
DK: Danmark	DESTR Referencerente	2011M04D12	0.0000
DK: Danmark	DESTR Referencerente	2011M04D13	0.0000
DK: Danmark	DESTR Referencerente	2011M04D14	0.0000
DK: Danmark	DESTR Referencerente	2011M04D15	0.0000
DK: Danmark	DESTR Referencerente	2011M04D18	0.0000
DK: Danmark	DESTR Referencerente	2011M04D19	0.0000
DK: Danmark	DESTR Referencerente	2011M04D20	0.0000
DK: Danmark	DESTR Referencerente	2011M04D26	0.0000
DK: Danmark	DESTR Referencerente	2011M04D27	0.0000
DK: Danmark	DESTR Referencerente	2011M04D28	0.0000
DK: Danmark	DESTR Referencerente	2011M04D29	0.0000
DK: Danmark	DESTR Referencerente	2011M05D02	0.0000
DK: Danmark	DESTR Referencerente	2011M05D03	0.0000
DK: Danmark	DESTR Referencerente	2011M05D04	0.0000
DK: Danmark	DESTR Referencerente	2011M05D05	0.0000
DK: Danmark	DESTR Referencerente	2011M05D06	0.0000
DK: Danmark	DESTR Referencerente	2011M05D09	0.0000
DK: Danmark	DESTR Referencerente	2011M05D10	0.0000
DK: Danmark	DESTR Referencerente	2011M05D11	0.0000
DK: Danmark	DESTR Referencerente	2011M05D12	0.0000
DK: Danmark	DESTR Referencerente	2011M05D13	0.0000
DK: Danmark	DESTR Referencerente	2011M05D16	0.0000
DK: Danmark	DESTR Referencerente	2011M05D17	0.0000
DK: Danmark	DESTR Referencerente	2011M05D18	0.0000
DK: Danmark	DESTR Referencerente	2011M05D19	0.0000
DK: Danmark	DESTR Referencerente	2011M05D23	0.0000
DK: Danmark	DESTR Referencerente	2011M05D24	0.0000
DK: Danmark	DESTR Referencerente	2011M05D25	0.0000
DK: Danmark	DESTR Referencerente	2011M05D26	0.0000
DK: Danmark	DESTR Referencerente	2011M05D27	0.0000
DK: Danmark	DESTR Referencerente	2011M05D30	0.0000
DK: Danmark	DESTR Referencerente	2011M05D31	0.0000
DK: Danmark	DESTR Referencerente	2011M06D01	0.0000
DK: Danmark	DESTR Referencerente	2011M06D06	0.0000
DK: Danmark	DESTR Referencerente	2011M06D07	0.0000
DK: Danmark	DESTR Referencerente	2011M06D08	0.0000
DK: Danmark	DESTR Referencerente	2011M06D09	0.0000
DK: Danmark	DESTR Referencerente	2011M06D10	0.0000
DK: Danmark	DESTR Referencerente	2011M06D14	0.0000
DK: Danmark	DESTR Referencerente	2011M06D15	0.0000
DK: Danmark	DESTR Referencerente	2011M06D16	0.0000
DK: Danmark	DESTR Referencerente	2011M06D17	0.0000
DK: Danmark	DESTR Referencerente	2011M06D20	0.0000
DK: Danmark	DESTR Referencerente	2011M06D21	0.0000
DK: Danmark	DESTR Referencerente	2011M06D22	0.0000
DK: Danmark	DESTR Referencerente	2011M06D23	0.0000
DK: Danmark	DESTR Referencerente	2011M06D24	0.0000
DK: Danmark	DESTR Referencerente	2011M06D27	0.0000
DK: Danmark	DESTR Referencerente	2011M06D28	0.0000
DK: Danmark	DESTR Referencerente	2011M06D29	0.0000
DK: Danmark	DESTR Referencerente	2011M06D30	0.0000
DK: Danmark	DESTR Referencerente	2011M07D01	0.0000
DK: Danmark	DESTR Referencerente	2011M07D04	0.0000
DK: Danmark	DESTR Referencerente	2011M07D05	0.0000
DK: Danmark	DESTR Referencerente	2011M07D06	0.0000
DK: Danmark	DESTR Referencerente	2011M07D07	0.0000
DK: Danmark	DESTR Referencerente	2011M07D08	0.0000
DK: Danmark	DESTR Referencerente	2011M07D11	0.0000
DK: Danmark	DESTR Referencerente	2011M07D12	0.0000
DK: Danmark	DESTR Referencerente	2011M07D13	0.0000
DK: Danmark	DESTR Referencerente	2011M07D14	0.0000
DK: Danmark	DESTR Referencerente	2011M07D15	0.0000
DK: Danmark	DESTR Referencerente	2011M07D18	0.0000
DK: Danmark	DESTR Referencerente	2011M07D19	0.0000
DK: Danmark	DESTR Referencerente	2011M07D20	0.0000
DK: Danmark	DESTR Referencerente	2011M07D21	0.0000
DK: Danmark	DESTR Referencerente	2011M07D22	0.0000
DK: Danmark	DESTR Referencerente	2011M07D25	0.0000
DK: Danmark	DESTR Referencerente	2011M07D26	0.0000
DK: Danmark	DESTR Referencerente	2011M07D27	0.0000
DK: Danmark	DESTR Referencerente	2011M07D28	0.0000
DK: Danmark	DESTR Referencerente	2011M07D29	0.0000
DK: Danmark	DESTR Referencerente	2011M08D01	0.0000
DK: Danmark	DESTR Referencerente	2011M08D02	0.0000
DK: Danmark	DESTR Referencerente	2011M08D03	0.0000
DK: Danmark	DESTR Referencerente	2011M08D04	0.0000
DK: Danmark	DESTR Referencerente	2011M08D05	0.0000
DK: Danmark	DESTR Referencerente	2011M08D08	0.0000
DK: Danmark	DESTR Referencerente	2011M08D09	0.0000
DK: Danmark	DESTR Referencerente	2011M08D10	0.0000
DK: Danmark	DESTR Referencerente	2011M08D11	0.0000
DK: Danmark	DESTR Referencerente	2011M08D12	0.0000
DK: Danmark	DESTR Referencerente	2011M08D15	0.0000
DK: Danmark	DESTR Referencerente	2011M08D16	0.0000
DK: Danmark	DESTR Referencerente	2011M08D17	0.0000
DK: Danmark	DESTR Referencerente	2011M08D18	0.0000
DK: Danmark	DESTR Referencerente	2011M08D19	0.0000
DK: Danmark	DESTR Referencerente	2011M08D22	0.0000
DK: Danmark	DESTR Referencerente	2011M08D23	0.0000
DK: Danmark	DESTR Referencerente	2011M08D24	0.0000
DK: Danmark	DESTR Referencerente	2011M08D25	0.0000
DK: Danmark	DESTR Referencerente	2011M08D26	0.0000
DK: Danmark	DESTR Referencerente	2011M08D29	0.0000
DK: Danmark	DESTR Referencerente	2011M08D30	0.0000
DK: Danmark	DESTR Referencerente	2011M08D31	0.0000
DK: Danmark	DESTR Referencerente	2011M09D01	0.0000
DK: Danmark	DESTR Referencerente	2011M09D02	0.0000
DK: Danmark	DESTR Referencerente	2011M09D05	0.0000
DK: Danmark	DESTR Referencerente	2011M09D06	0.0000
DK: Danmark	DESTR Referencerente	2011M09D07	0.0000
DK: Danmark	DESTR Referencerente	2011M09D08	0.0000
DK: Danmark	DESTR Referencerente	2011M09D09	0.0000
DK: Danmark	DESTR Referencerente	2011M09D12	0.0000
DK: Danmark	DESTR Referencerente	2011M09D13	0.0000
DK: Danmark	DESTR Referencerente	2011M09D14	0.0000
DK: Danmark	DESTR Referencerente	2011M09D15	0.0000
DK: Danmark	DESTR Referencerente	2011M09D16	0.0000
DK: Danmark	DESTR Referencerente	2011M09D19	0.0000
DK: Danmark	DESTR Referencerente	2011M09D20	0.0000
DK: Danmark	DESTR Referencerente	2011M09D21	0.0000
DK: Danmark	DESTR Referencerente	2011M09D22	0.0000
DK: Danmark	DESTR Referencerente	2011M09D23	0.0000
DK: Danmark	DESTR Referencerente	2011M09D26	0.0000
DK: Danmark	DESTR Referencerente	2011M09D27	0.0000
DK: Danmark	DESTR Referencerente	2011M09D28	0.0000
DK: Danmark	DESTR Referencerente	2011M09D29	0.0000
DK: Danmark	DESTR Referencerente	2011M09D30	0.0000
DK: Danmark	DESTR Referencerente	2011M10D03	0.0000
DK: Danmark	DESTR Referencerente	2011M10D04	0.0000
DK: Danmark	DESTR Referencerente	2011M10D05	0.0000
DK: Danmark	DESTR Referencerente	2011M10D06	0.0000
DK: Danmark	DESTR Referencerente	2011M10D07	0.0000
DK: Danmark	DESTR Referencerente	2011M10D10	0.0000
DK: Danmark	DESTR Referencerente	2011M10D11	0.0000
DK: Danmark	DESTR Referencerente	2011M10D12	0.0000
DK: Danmark	DESTR Referencerente	2011M10D13	0.0000
DK: Danmark	DESTR Referencerente	2011M10D14	0.0000
DK: Danmark	DESTR Referencerente	2011M10D17	0.0000
DK: Danmark	DESTR Referencerente	2011M10D18	0.0000
DK: Danmark	DESTR Referencerente	2011M10D19	0.0000
DK: Danmark	DESTR Referencerente	2011M10D20	0.0000
DK: Danmark	DESTR Referencerente	2011M10D21	0.0000
DK: Danmark	DESTR Referencerente	2011M10D24	0.0000
DK: Danmark	DESTR Referencerente	2011M10D25	0.0000
DK: Danmark	DESTR Referencerente	2011M10D26	0.0000
DK: Danmark	DESTR Referencerente	2011M10D27	0.0000
DK: Danmark	DESTR Referencerente	2011M10D28	0.0000
DK: Danmark	DESTR Referencerente	2011M10D31	0.0000
DK: Danmark	DESTR Referencerente	2011M11D01	0.0000
DK: Danmark	DESTR Referencerente	2011M11D02	0.0000
DK: Danmark	DESTR Referencerente	2011M11D03	0.0000
DK: Danmark	DESTR Referencerente	2011M11D04	0.0000
DK: Danmark	DESTR Referencerente	2011M11D07	0.0000
DK: Danmark	DESTR Referencerente	2011M11D08	0.0000
DK: Danmark	DESTR Referencerente	2011M11D09	0.0000
DK: Danmark	DESTR Referencerente	2011M11D10	0.0000
DK: Danmark	DESTR Referencerente	2011M11D11	0.0000
DK: Danmark	DESTR Referencerente	2011M11D14	0.0000
DK: Danmark	DESTR Referencerente	2011M11D15	0.0000
DK: Danmark	DESTR Referencerente	2011M11D16	0.0000
DK: Danmark	DESTR Referencerente	2011M11D17	0.0000
DK: Danmark	DESTR Referencerente	2011M11D18	0.0000
DK: Danmark	DESTR Referencerente	2011M11D21	0.0000
DK: Danmark	DESTR Referencerente	2011M11D22	0.0000
DK: Danmark	DESTR Referencerente	2011M11D23	0.0000
DK: Danmark	DESTR Referencerente	2011M11D24	0.0000
DK: Danmark	DESTR Referencerente	2011M11D25	0.0000
DK: Danmark	DESTR Referencerente	2011M11D28	0.0000
DK: Danmark	DESTR Referencerente	2011M11D29	0.0000
DK: Danmark	DESTR Referencerente	2011M11D30	0.0000
DK: Danmark	DESTR Referencerente	2011M12D01	0.0000
DK: Danmark	DESTR Referencerente	2011M12D02	0.0000
DK: Danmark	DESTR Referencerente	2011M12D05	0.0000
DK: Danmark	DESTR Referencerente	2011M12D06	0.0000
DK: Danmark	DESTR Referencerente	2011M12D07	0.0000
DK: Danmark	DESTR Referencerente	2011M12D08	0.0000
DK: Danmark	DESTR Referencerente	2011M12D09	0.0000
DK: Danmark	DESTR Referencerente	2011M12D12	0.0000
DK: Danmark	DESTR Referencerente	2011M12D13	0.0000
DK: Danmark	DESTR Referencerente	2011M12D14	0.0000
DK: Danmark	DESTR Referencerente	2011M12D15	0.0000
DK: Danmark	DESTR Referencerente	2011M12D16	0.0000
DK: Danmark	DESTR Referencerente	2011M12D19	0.0000
DK: Danmark	DESTR Referencerente	2011M12D20	0.0000
DK: Danmark	DESTR Referencerente	2011M12D21	0.0000
DK: Danmark	DESTR Referencerente	2011M12D22	0.0000
DK: Danmark	DESTR Referencerente	2011M12D23	0.0000
DK: Danmark	DESTR Referencerente	2011M12D27	0.0000
DK: Danmark	DESTR Referencerente	2011M12D28	0.0000
DK: Danmark	DESTR Referencerente	2011M12D29	0.0000
DK: Danmark	DESTR Referencerente	2011M12D30	0.0000
DK: Danmark	DESTR Referencerente	2012M01D02	0.0000
DK: Danmark	DESTR Referencerente	2012M01D03	0.0000
DK: Danmark	DESTR Referencerente	2012M01D04	0.0000
DK: Danmark	DESTR Referencerente	2012M01D05	0.0000
DK: Danmark	DESTR Referencerente	2012M01D06	0.0000
DK: Danmark	DESTR Referencerente	2012M01D09	0.0000
DK: Danmark	DESTR Referencerente	2012M01D10	0.0000
DK: Danmark	DESTR Referencerente	2012M01D11	0.0000
DK: Danmark	DESTR Referencerente	2012M01D12	0.0000
DK: Danmark	DESTR Referencerente	2012M01D13	0.0000
DK: Danmark	DESTR Referencerente	2012M01D16	0.0000
DK: Danmark	DESTR Referencerente	2012M01D17	0.0000
DK: Danmark	DESTR Referencerente	2012M01D18	0.0000
DK: Danmark	DESTR Referencerente	2012M01D19	0.0000
DK: Danmark	DESTR Referencerente	2012M01D20	0.0000
DK: Danmark	DESTR Referencerente	2012M01D23	0.0000
DK: Danmark	DESTR Referencerente	2012M01D24	0.0000
DK: Danmark	DESTR Referencerente	2012M01D25	0.0000
DK: Danmark	DESTR Referencerente	2012M01D26	0.0000
DK: Danmark	DESTR Referencerente	2012M01D27	0.0000
DK: Danmark	DESTR Referencerente	2012M01D30	0.0000
DK: Danmark	DESTR Referencerente	2012M01D31	0.0000
DK: Danmark	DESTR Referencerente	2012M02D01	0.0000
DK: Danmark	DESTR Referencerente	2012M02D02	0.0000
DK: Danmark	DESTR Referencerente	2012M02D03	0.0000
